record_type,record_type_display_name,subrecords,subrecord_display_names,field,field_display_name,required
accession,Accession,"","",title,Title,n
accession,Accession,"","",slug,Slug,n
accession,Accession,"","",is_slug_auto,Automatically Generate Slug?,n
accession,Accession,"","",id_0,Identifier,y
accession,Accession,"","",id_1,Identifier 2,n
accession,Accession,"","",id_2,Identifier 3,n
accession,Accession,"","",id_3,Identifier 4,n
accession,Accession,"","",content_description,Content Description,n
accession,Accession,"","",condition_description,Condition Description,n
accession,Accession,"","",disposition,Disposition,n
accession,Accession,"","",inventory,Inventory,n
accession,Accession,"","",provenance,Provenance,n
accession,Accession,"","",accession_date,Accession Date,n
accession,Accession,"","",publish,Publish?,n
accession,Accession,"","",classifications,Classifications,n
accession,Accession,"","",subjects,Subjects,n
accession,Accession,"","",related_resources,Related Resources,n
accession,Accession,"","",component_links,Component Links,n
accession,Accession,"","",acquisition_type,Acquisition Type,n
accession,Accession,"","",resource_type,Resource Type,n
accession,Accession,"","",language,Language of Description,n
accession,Accession,"","",script,Script of Description,n
accession,Accession,"","",restrictions_apply,Restrictions Apply?,n
accession,Accession,"","",retention_rule,Retention Rule,n
accession,Accession,"","",general_note,General Note,n
accession,Accession,"","",access_restrictions,Access Restrictions?,n
accession,Accession,"","",access_restrictions_note,Access Restrictions Note,n
accession,Accession,"","",use_restrictions,Use Restrictions?,n
accession,Accession,"","",use_restrictions_note,Use Restrictions Note,n
accession,Accession,"","",linked_agents,Linked Agents,n
accession,Accession,external_ids,External IDs,external_id,External Id,if optional subrecord populated
accession,Accession,external_ids,External IDs,source,Source,if optional subrecord populated
accession,Accession,related_accessions,Related Accessions,relator,Relator,if optional subrecord populated
accession,Accession,related_accessions,Related Accessions,relator_type,Relator Type,if optional subrecord populated
accession,Accession,related_accessions,Related Accessions,ref,Ref,if optional subrecord populated
accession,Accession,related_accessions,Related Accessions,relator,Relator,if optional subrecord populated
accession,Accession,related_accessions,Related Accessions,relator_type,Relator Type,if optional subrecord populated
accession,Accession,related_accessions,Related Accessions,ref,Ref,if optional subrecord populated
accession,Accession,extents,Extents,portion,Portion,if optional subrecord populated
accession,Accession,extents,Extents,number,Number,if optional subrecord populated
accession,Accession,extents,Extents,extent_type,Extent Type,if optional subrecord populated
accession,Accession,extents,Extents,container_summary,Container Summary,n
accession,Accession,extents,Extents,physical_details,Physical Details,n
accession,Accession,extents,Extents,dimensions,Dimensions,n
accession,Accession,lang_materials/language_and_script,Languages/Languages,language,Language of Description,if optional subrecord populated
accession,Accession,lang_materials/language_and_script,Languages/Languages,script,Script of Description,n
accession,Accession,lang_materials/notes,Languages/Notes,label,Label,n
accession,Accession,lang_materials/notes,Languages/Notes,publish,Publish?,n
accession,Accession,lang_materials/notes,Languages/Notes,persistent_id,Persistent Id,n
accession,Accession,lang_materials/notes,Languages/Notes,ingest_problem,Ingest Problem,n
accession,Accession,lang_materials/notes,Languages/Notes,content,Content,if optional subrecord populated
accession,Accession,lang_materials/notes,Languages/Notes,type,Type,if optional subrecord populated
accession,Accession,dates,Dates,date_type,Date Type,if optional subrecord populated
accession,Accession,dates,Dates,label,Label,if optional subrecord populated
accession,Accession,dates,Dates,certainty,Certainty,n
accession,Accession,dates,Dates,expression,Expression,n
accession,Accession,dates,Dates,begin,Begin,n
accession,Accession,dates,Dates,end,End,n
accession,Accession,dates,Dates,era,Era,n
accession,Accession,dates,Dates,calendar,Calendar,n
accession,Accession,external_documents,External Documents,title,Title,if optional subrecord populated
accession,Accession,external_documents,External Documents,location,Location,if optional subrecord populated
accession,Accession,external_documents,External Documents,publish,Publish?,n
accession,Accession,rights_statements,Rights Statements,rights_type,Rights Type,if optional subrecord populated
accession,Accession,rights_statements,Rights Statements,identifier,Identifier,n
accession,Accession,rights_statements,Rights Statements,status,Status,n
accession,Accession,rights_statements,Rights Statements,determination_date,Determination Date,n
accession,Accession,rights_statements,Rights Statements,start_date,Start Date,n
accession,Accession,rights_statements,Rights Statements,end_date,End Date,n
accession,Accession,rights_statements,Rights Statements,license_terms,License Terms,n
accession,Accession,rights_statements,Rights Statements,statute_citation,Statute Citation,n
accession,Accession,rights_statements,Rights Statements,jurisdiction,Jurisdiction,n
accession,Accession,rights_statements,Rights Statements,other_rights_basis,Other Rights Basis,n
accession,Accession,rights_statements,Rights Statements,linked_agents,Linked Agents,n
accession,Accession,rights_statements/external_documents,Rights Statements/External Documents,title,Title,if optional subrecord populated
accession,Accession,rights_statements/external_documents,Rights Statements/External Documents,location,Location,if optional subrecord populated
accession,Accession,rights_statements/external_documents,Rights Statements/External Documents,publish,Publish?,n
accession,Accession,rights_statements/external_documents,Rights Statements/External Documents,identifier_type,Identifier Type,if optional subrecord populated
accession,Accession,rights_statements/acts,Rights Statements/Acts,act_type,Act Type,if optional subrecord populated
accession,Accession,rights_statements/acts,Rights Statements/Acts,restriction,Restriction,if optional subrecord populated
accession,Accession,rights_statements/acts,Rights Statements/Acts,start_date,Start Date,if optional subrecord populated
accession,Accession,rights_statements/acts,Rights Statements/Acts,end_date,End Date,n
accession,Accession,rights_statements/acts/notes,Rights Statements/Acts/Notes,label,Label,n
accession,Accession,rights_statements/acts/notes,Rights Statements/Acts/Notes,publish,Publish?,n
accession,Accession,rights_statements/acts/notes,Rights Statements/Acts/Notes,persistent_id,Persistent Id,n
accession,Accession,rights_statements/acts/notes,Rights Statements/Acts/Notes,ingest_problem,Ingest Problem,n
accession,Accession,rights_statements/acts/notes,Rights Statements/Acts/Notes,content,Content,if optional subrecord populated
accession,Accession,rights_statements/acts/notes,Rights Statements/Acts/Notes,type,Type,if optional subrecord populated
accession,Accession,rights_statements/notes,Rights Statements/Notes,label,Label,n
accession,Accession,rights_statements/notes,Rights Statements/Notes,publish,Publish?,n
accession,Accession,rights_statements/notes,Rights Statements/Notes,persistent_id,Persistent Id,n
accession,Accession,rights_statements/notes,Rights Statements/Notes,ingest_problem,Ingest Problem,n
accession,Accession,rights_statements/notes,Rights Statements/Notes,content,Content,if optional subrecord populated
accession,Accession,rights_statements/notes,Rights Statements/Notes,type,Type,if optional subrecord populated
accession,Accession,deaccessions,Deaccessions,scope,Scope,if optional subrecord populated
accession,Accession,deaccessions,Deaccessions,description,Description,if optional subrecord populated
accession,Accession,deaccessions,Deaccessions,reason,Reason,n
accession,Accession,deaccessions,Deaccessions,disposition,Disposition,n
accession,Accession,deaccessions,Deaccessions,notification,Notification,n
accession,Accession,deaccessions/date,Deaccessions/Dates,date_type,Date Type,n
accession,Accession,deaccessions/date,Deaccessions/Dates,label,Label,n
accession,Accession,deaccessions/date,Deaccessions/Dates,certainty,Certainty,n
accession,Accession,deaccessions/date,Deaccessions/Dates,expression,Expression,n
accession,Accession,deaccessions/date,Deaccessions/Dates,begin,Begin,n
accession,Accession,deaccessions/date,Deaccessions/Dates,end,End,n
accession,Accession,deaccessions/date,Deaccessions/Dates,era,Era,n
accession,Accession,deaccessions/date,Deaccessions/Dates,calendar,Calendar,n
accession,Accession,deaccessions/extents,Deaccessions/Extents,portion,Portion,if optional subrecord populated
accession,Accession,deaccessions/extents,Deaccessions/Extents,number,Number,if optional subrecord populated
accession,Accession,deaccessions/extents,Deaccessions/Extents,extent_type,Extent Type,if optional subrecord populated
accession,Accession,deaccessions/extents,Deaccessions/Extents,container_summary,Container Summary,n
accession,Accession,deaccessions/extents,Deaccessions/Extents,physical_details,Physical Details,n
accession,Accession,deaccessions/extents,Deaccessions/Extents,dimensions,Dimensions,n
accession,Accession,collection_management,Collection Management,processing_hours_per_foot_estimate,Processing Hours Per Foot Estimate,n
accession,Accession,collection_management,Collection Management,processing_total_extent,Processing Total Extent,n
accession,Accession,collection_management,Collection Management,processing_total_extent_type,Processing Total Extent Type,n
accession,Accession,collection_management,Collection Management,processing_hours_total,Processing Hours Total,n
accession,Accession,collection_management,Collection Management,processing_plan,Processing Plan,n
accession,Accession,collection_management,Collection Management,processing_priority,Processing Priority,n
accession,Accession,collection_management,Collection Management,processing_funding_source,Processing Funding Source,n
accession,Accession,collection_management,Collection Management,processors,Processors,n
accession,Accession,collection_management,Collection Management,rights_determined,Rights Determined,n
accession,Accession,collection_management,Collection Management,processing_status,Processing Status,n
accession,Accession,collection_management/external_ids,Collection Management/External IDs,external_id,External Id,if optional subrecord populated
accession,Accession,collection_management/external_ids,Collection Management/External IDs,source,Source,if optional subrecord populated
accession,Accession,user_defined,User Defined,boolean_1,Boolean 1,n
accession,Accession,user_defined,User Defined,boolean_2,Boolean 2,n
accession,Accession,user_defined,User Defined,boolean_3,Boolean 3,n
accession,Accession,user_defined,User Defined,integer_1,Integer 1,n
accession,Accession,user_defined,User Defined,integer_2,Integer 2,n
accession,Accession,user_defined,User Defined,integer_3,Integer 3,n
accession,Accession,user_defined,User Defined,real_1,Real 1,n
accession,Accession,user_defined,User Defined,real_2,Real 2,n
accession,Accession,user_defined,User Defined,real_3,Real 3,n
accession,Accession,user_defined,User Defined,string_1,String 1,n
accession,Accession,user_defined,User Defined,string_2,String 2,n
accession,Accession,user_defined,User Defined,string_3,String 3,n
accession,Accession,user_defined,User Defined,string_4,String 4,n
accession,Accession,user_defined,User Defined,text_1,Text 1,n
accession,Accession,user_defined,User Defined,text_2,Text 2,n
accession,Accession,user_defined,User Defined,text_3,Text 3,n
accession,Accession,user_defined,User Defined,text_4,Text 4,n
accession,Accession,user_defined,User Defined,text_5,Text 5,n
accession,Accession,user_defined,User Defined,date_1,Date 1,n
accession,Accession,user_defined,User Defined,date_2,Date 2,n
accession,Accession,user_defined,User Defined,date_3,Date 3,n
accession,Accession,user_defined,User Defined,enum_1,Enum 1,n
accession,Accession,user_defined,User Defined,enum_2,Enum 2,n
accession,Accession,user_defined,User Defined,enum_3,Enum 3,n
accession,Accession,user_defined,User Defined,enum_4,Enum 4,n
accession,Accession,instances,Instances,instance_type,Instance Type,if optional subrecord populated
accession,Accession,instances,Instances,digital_object,Digital Object,n
accession,Accession,instances,Instances,is_representative,Is Representative,n
accession,Accession,instances/sub_container,Instances/Sub Container,top_container,Top Container,if optional subrecord populated
accession,Accession,instances/sub_container,Instances/Sub Container,type_2,Type 2,n
accession,Accession,instances/sub_container,Instances/Sub Container,indicator_2,Indicator 2,n
accession,Accession,instances/sub_container,Instances/Sub Container,barcode_2,Barcode 2,n
accession,Accession,instances/sub_container,Instances/Sub Container,type_3,Type 3,n
accession,Accession,instances/sub_container,Instances/Sub Container,indicator_3,Indicator 3,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,license,License,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,descriptive_note,Descriptive Note,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,file_uri,File Uri,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,xlink_title_attribute,Xlink Title Attribute,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,xlink_role_attribute,Xlink Role Attribute,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
accession,Accession,metadata_rights_declarations,Metadata Rights Declarations,last_verified_date,Last Verified Date,n
agent_corporate_entity,Corporate Entity,"","",agent_type,"{""agent_family"" => ""Family"", ""agent_person"" => ""Person"", ""agent_corporate_entity"" => ""Corporate Entity"", ""agent_software"" => ""Software""}",n
agent_corporate_entity,Corporate Entity,"","",publish,Publish,n
agent_corporate_entity,Corporate Entity,"","",slug,Slug,n
agent_corporate_entity,Corporate Entity,"","",is_slug_auto,Automatically Generate Slug?,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,name,Agent Name,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,salutation,Salutation,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,address_1,Address 1,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,address_2,Address 2,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,address_3,Address 3,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,city,City,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,region,Region,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,country,Country,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,post_code,Post Code,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,email,Email,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,email_signature,Email Signature,n
agent_corporate_entity,Corporate Entity,agent_contacts,Contact Details,is_representative,Is Representative,n
agent_corporate_entity,Corporate Entity,agent_contacts/telephones,Contact Details/Telephone Numbers,number,Number,n
agent_corporate_entity,Corporate Entity,agent_contacts/telephones,Contact Details/Telephone Numbers,ext,Ext,n
agent_corporate_entity,Corporate Entity,agent_contacts/telephones,Contact Details/Telephone Numbers,number_type,Number Type,n
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,label,Label,n
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,persistent_id,Persistent Id,n
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,ingest_problem,Ingest Problem,n
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,date_of_contact,Date Of Contact,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,contact_notes,Contact Notes,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,title,Title,n
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_contacts/notes,Contact Details/Notes,items,Items,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,maintenance_status,Maintenance Status,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,publication_status,Publication Status,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,romanization,Romanization,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,government_agency_type,Government Agency Type,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,reference_evaluation,Reference Evaluation,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,name_type,Name Type,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,level_of_detail,Level Of Detail,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,modified_record,Modified Record,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,cataloging_source,Cataloging Source,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,language,Language,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,script,Script,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,language_note,Language Note,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,maintenance_agency,Maintenance Agency,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,agency_name,Agency Name,n
agent_corporate_entity,Corporate Entity,agent_record_controls,Agent Record Controls,maintenance_agency_note,Maintenance Agency Note,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,set_component,Set Component,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,descriptive_note,Descriptive Note,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,file_uri,File Uri,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,xlink_title_attribute,Xlink Title Attribute,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,xlink_role_attribute,Xlink Role Attribute,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
agent_corporate_entity,Corporate Entity,agent_alternate_sets,Agent Alternate Sets,last_verified_date,Last Verified Date,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,name_rule,Name Rule,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,citation,Citation,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,descriptive_note,Descriptive Note,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,file_uri,File Uri,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,xlink_title_attribute,Xlink Title Attribute,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,xlink_role_attribute,Xlink Role Attribute,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
agent_corporate_entity,Corporate Entity,agent_conventions_declarations,Agent Conventions Declarations,last_verified_date,Last Verified Date,n
agent_corporate_entity,Corporate Entity,agent_other_agency_codes,Agent Other Agency Codes,agency_code_type,Agency Code Type,n
agent_corporate_entity,Corporate Entity,agent_other_agency_codes,Agent Other Agency Codes,maintenance_agency,Maintenance Agency,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_maintenance_histories,Agent Maintenance Histories,maintenance_event_type,Maintenance Event Type,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_maintenance_histories,Agent Maintenance Histories,maintenance_agent_type,Maintenance Agent Type,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_maintenance_histories,Agent Maintenance Histories,event_date,Event Date,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_maintenance_histories,Agent Maintenance Histories,agent,Agent,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_maintenance_histories,Agent Maintenance Histories,descriptive_note,Descriptive Note,n
agent_corporate_entity,Corporate Entity,agent_record_identifiers,Agent Record Identifiers,primary_identifier,Primary Identifier,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_record_identifiers,Agent Record Identifiers,record_identifier,Record Identifier,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_record_identifiers,Agent Record Identifiers,source,Source,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_record_identifiers,Agent Record Identifiers,identifier_type,Identifier Type,n
agent_corporate_entity,Corporate Entity,agent_identifiers,Agent Identifiers,entity_identifier,Entity Identifier,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_identifiers,Agent Identifiers,identifier_type,Identifier Type,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,source_entry,Source Entry,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,descriptive_note,Descriptive Note,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,file_uri,File Uri,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,xlink_title_attribute,Xlink Title Attribute,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,xlink_role_attribute,Xlink Role Attribute,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
agent_corporate_entity,Corporate Entity,agent_sources,Agent Sources,last_verified_date,Last Verified Date,n
agent_corporate_entity,Corporate Entity,agent_places,Agent Places,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_places,Agent Places,place_role,Place Role,n
agent_corporate_entity,Corporate Entity,agent_places,Agent Places,subjects,Subjects,n
agent_corporate_entity,Corporate Entity,agent_places/dates,Agent Places/Dates,date_label,Date Label,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_places/dates,Agent Places/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_places/dates,Agent Places/Dates,date_certainty,Date Certainty,n
agent_corporate_entity,Corporate Entity,agent_places/dates,Agent Places/Dates,date_era,Date Era,n
agent_corporate_entity,Corporate Entity,agent_places/dates,Agent Places/Dates,date_calendar,Date Calendar,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_expression,Date Expression,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_corporate_entity,Corporate Entity,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,content,Content,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,label,Label,n
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,persistent_id,Persistent Id,n
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,ingest_problem,Ingest Problem,n
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,content,Content,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_places/notes,Agent Places/Notes,xlink,Xlink,n
agent_corporate_entity,Corporate Entity,agent_occupations,Agent Occupations,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_occupations,Agent Occupations,subjects,Subjects,n
agent_corporate_entity,Corporate Entity,agent_occupations,Agent Occupations,places,Places,n
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,content,Content,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,label,Label,n
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,persistent_id,Persistent Id,n
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,ingest_problem,Ingest Problem,n
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,content,Content,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_occupations/notes,Agent Occupations/Notes,xlink,Xlink,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates,Agent Occupations/Dates,date_label,Date Label,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_occupations/dates,Agent Occupations/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_occupations/dates,Agent Occupations/Dates,date_certainty,Date Certainty,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates,Agent Occupations/Dates,date_era,Date Era,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates,Agent Occupations/Dates,date_calendar,Date Calendar,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_expression,Date Expression,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_corporate_entity,Corporate Entity,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_corporate_entity,Corporate Entity,agent_functions,Agent Functions,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_functions,Agent Functions,subjects,Subjects,n
agent_corporate_entity,Corporate Entity,agent_functions,Agent Functions,places,Places,n
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,content,Content,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,label,Label,n
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,publish,Publish,n
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,persistent_id,Persistent Id,n
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,ingest_problem,Ingest Problem,n
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,content,Content,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_functions/notes,Agent Functions/Notes,xlink,Xlink,n
agent_corporate_entity,Corporate Entity,agent_functions/dates,Agent Functions/Dates,date_label,Date Label,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_functions/dates,Agent Functions/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_corporate_entity,Corporate Entity,agent_functions/dates,Agent Functions/Dates,date_certainty,Date Certainty,n
agent_corporate_entity,Corporate Entity,agent_functions/dates,Agent Functions/Dates,date_era,Date Era,n
